queue_index,id,decision,reviewed_banglish,notes,subject,answer,quality_status,warnings
79,benqa_ext_10th-Math_0372,,"kono tribhuje koyoti bohibritt anka jay?
A. 1ti
B. 2ti
C. 3ti
D. 4ti
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_warn_v1,bangla_banglish_formulaish_token_mismatch
80,benqa_ext_8th-Math_0020,,"1, 3, 5, 7, .... pyatarnoti kon bijoganitik rashi dwara prokash kora jay?
A. k + 1
B. 2k + 1
C. 2k - 1
D. 3k - 2
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_warn_v1,bangla_banglish_formulaish_token_mismatch
81,benqa_ext_8th-Math_0055,,"ekoti ghonok akritir choubachchar ek bahur doirghy 4 mitar. choubachchatir ayoton kot ghon mitar?
A. 12 ghon mitar
B. 16 ghon mitar
C. 64 ghon mitar
D. 96 ghon mitar
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
82,benqa_ext_8th-Math_0074,,"kono asol 5 bochhore munafa-asole 15,000 takay hoy. munafa-asoler \frac{1}{4} ongsh. munafar har kot?
A. 3%
B. 4%
C. 5%
D. 6%
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
83,benqa_ext_8th-Math_0083,,"18, 25, 10, 14, 12, 19 songkhyagulor modhyok kot?
A. 10.5
B. 12.5
C. 13.6
D. 14.6
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
84,benqa_ext_8th-Math_0084,,"8, 12, 16, 17, 20 songkhyagulor gor kot?
A. 11.5
B. 14.5
C. 16
D. 18
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
85,benqa_ext_8th-Math_0089,,"mijan 8% munafay 10,000 taka rin niye x bochhor por 12,400 taka porishodh kore. x er man kot?
A. 2 bochhor
B. 3 bochhor
C. 5 bochhor
D. 6 bochhor
Answer with only A, B, C, or D.",,Math,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
86,benqa_ext_8th-Math_0092,,"1 ki.mi. = kot mail?
A. 62 mail
B. 61.1 mail
C. 1.61 mail
D. 0.62 mail
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
87,benqa_ext_8th-Math_0154,,"O' kendrobishisht britte AB o CD britter duiti soman jya. OM \perp AB, ON \perp CD hole nicher konoti sothik?
A. OM < ON
B. OM = ON
C. OM > ON
D. AM = ON
Answer with only A, B, C, or D.",,Math,B,ai_assisted_review_warn_v1,english_duplicate_option_text
88,benqa_ext_8th-Math_0192,,"2 borg inchi soman kot borg sentimitar?
A. 0.16
B. 0.32
C. 6.45
D. 12.9
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
89,benqa_ext_12th-Math-I_0026,,"\begin{vmatrix} 1 & 2 & 3 \\ 2 & 3 & 4 \\ 1 & 5 & 7 \end{vmatrix} nirnayoker (3, 2) tom sohogunok konoti?
A. 2
B. 3
C. 4
D. 5
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
90,benqa_ext_12th-Math-I_0077,,"3x - 4y + 5 = 0 rekhar upor lomb ebong mul bindugami sorolorekhar somikoron konoti?
A. 4x - 3y = 0
B. 4x + 3y = 0
C. 3x + 4y = 0
D. 3x - 4y = 0
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
91,benqa_ext_12th-Math-I_0105,,"(\sqrt{3}, 1) bindu hote \sqrt{x}x - y + 8 = 0 rekhar lomb durotto-
A. 2
B. 5
C. 8
D. 5\sqrt{2}
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
92,benqa_ext_12th-Math-I_0153,,"\frac{d^{7}}{dx^{7}} (5x^{6}) er man kot?
A. 6!
B. 7!
C. 0
D. 30
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
93,benqa_ext_12th-Math-I_0226,,"x^{2} - 2y = 10 bokrorekhar (-4, 3) bindute sporshoker dhal kot?
A. \text{-4}
B. 4
C. 14
D. 2
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
94,benqa_ext_12th-Math-I_0256,,"x + y = 3 ebong x - y = 3n duti rekhar somikoron. rekhadboyer modhyoborti kon kot?
A. 30\degree
B. 45\degree
C. 60\degree
D. 90\degree
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_warn_v1,bangla_banglish_formulaish_token_mismatch
95,benqa_ext_12th-Math-I_0257,,"x + y = 3 ebong x - y = 3n duti rekhar somikoron. rekhadboy Y-oksher sathe je tribhuj utoponn kore tar kshetrofol kot borg ekok?
A. 6
B. 9
C. 12
D. 18
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_warn_v1,bangla_banglish_formulaish_token_mismatch
96,benqa_ext_12th-Math-I_0281,,"x^{2} - y^{2} = 5 bokrorekhar (-3, 2) bindute dhal kot?
A. - \frac{3}{2}
B. - \frac{2}{3}
C. \frac{2}{3}
D. \frac{3}{2}
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
97,benqa_ext_12th-Math-I_0322,,"x^{2} + y^{2} - 3x - 4y + 5 = 0 ebong 3x^{2} + 3y^{2} - 6x - 9y - 3 = 0, duiti britter somikoron. dwitiy britt dwara x-oksher chhedit ongsher doirghy kot?
A. 2\sqrt{2} ekok
B. \sqrt{13} ekok
C. \sqrt{2} ekok
D. \frac{\sqrt{13}}{2} ekok
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
98,benqa_ext_10th-Math-II_0025,,"\frac{1}{2}, \frac{1}{5}, \frac{1}{10}, \frac{1}{17}, ..... onukromotir shoshth pod kot?
A. \frac{1}{36}
B. \frac{1}{37}
C. \frac{1}{50}
D. \frac{1}{65}
Answer with only A, B, C, or D.",,Math-II,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
99,benqa_ext_10th-Math-II_0082,,"kono ekoti onukromer n-tom pod U_{n} = \frac{1 + ( - 1)^{5n}}{2} hole, 5 tom pod konoti?
A. 3
B. 2
C. 1
D. 0
Answer with only A, B, C, or D.",,Math-II,D,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
100,benqa_ext_10th-Math-II_0203,,"tan\theta er man kon choturbhage dhonatmok hoy?
A. 1m o 2y choturbhage
B. 2y o 3y choturbhage
C. 3y o 4rth choturbhage
D. 1m o 3y choturbhage
Answer with only A, B, C, or D.",,Math-II,D,ai_assisted_review_warn_v1,bangla_banglish_formulaish_token_mismatch
101,benqa_ext_10th-Math-II_0208,,"6 - 1 + \frac{1}{5} - \frac{1}{25} + ..... ekoti dhara. dharatir osimotok somoshti kot?
A. \frac{1}{6}
B. \frac{1}{4}
C. \frac{25}{6}
D. \frac{25}{4}
Answer with only A, B, C, or D.",,Math-II,C,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
102,benqa_ext_10th-Math-II_0234,,"p(x) = x^{4} - ax^{3} + 7x^{2} - 4 er ekoti utopadok x - 2 . a er man kot?
A. 6
B. 4
C. -5
D. -6
Answer with only A, B, C, or D.",,Math-II,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
103,benqa_ext_10th-Math-II_0282,,"2, 4, 6, 8, ........ onukromotir 13 tom pod konoti?
A. 14
B. 26
C. 28
D. 30
Answer with only A, B, C, or D.",,Math-II,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
104,benqa_ext_10th-Math-II_0308,,"\frac{ - 85\pi}{18} rediyan konoti kon choturbhage obosthit?
A. 4rth
B. 3y
C. 2y
D. 1m
Answer with only A, B, C, or D.",,Math-II,B,ai_assisted_review_warn_v1,bangla_banglish_formulaish_token_mismatch
105,benqa_ext_10th-Physics_0002,,"ghorshonobihin kono mejhete 1 ms^{-1} bege gotishil 1 kg bhorer khelona garir gotir dike tumi 1 N bole dhakka dile. ukt ghotonar 5 s por- i. garitir gotishokti hobe 18 J ii. tomar kritokaj 17.5 J iii. shoktir poriborton 17.5 J nicher konoti sothik?
A. i
B. ii
C. iii
D. I,ii and iii
Answer with only A, B, C, or D.",,Physics,D,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
106,benqa_ext_10th-Physics_0032,,"ekoti dontoke sniid kyaliparser sahajye poriman korote giye tar prodhan skel path 5 cm, bharniyar somopaton 7 cm ebong bharniyar dhrubok 0.1 mm . dondotir doirghy nirnoy kor.
A. 5.7 cm
B. 5.7 mm
C. 5.07 mm
D. 5.07 cm
Answer with only A, B, C, or D.",,Physics,D,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
107,benqa_ext_10th-Physics_0110,,"kona slaid kyaliparse bharniyar dhruboker man 0.005 semi hole bharniyar skeler bhag songkhya kot? [prodhan skeler kshudrotom 1 ghor = 1mm]
A. 5
B. 10
C. 20
D. 200
Answer with only A, B, C, or D.",,Physics,C,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
108,benqa_ext_10th-Physics_0179,,"ekoti slaid kyaliparser bharniyar dhrubok 5 \times 10^{-3} cm er bharniyar skeler ghorer songkhya kot?
A. 10 ti
B. 20 ti
C. 30 ti
D. 50 ti
Answer with only A, B, C, or D.",,Physics,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
109,benqa_ext_10th-Physics_0229,,"iureniyam-235 e- i. 92 ti proton thake ii. 143 ti niutron thake iii. paromanobik songkhya 92 nicher konoti sothik?
A. i and ii
B. i and iii
C. ii and iii
D. i, ii and iii
Answer with only A, B, C, or D.",,Physics,D,ai_assisted_review_warn_v1,bangla_banglish_formulaish_token_mismatch
110,benqa_ext_10th-Physics_0239,,"90 kg bhorer ekoti motorosaikel 50 kmh^{-1} bege cholole er gotishokti kot jul (J) hobe?
A. 8680.56
B. 17361.11
C. 112500
D. 225000
Answer with only A, B, C, or D.",,Physics,A,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
111,benqa_ext_10th-Physics_0253,,"ekojon chhele ekoti 20 m byasardher ekoti mathe poridhi borabor poridhir \frac{3}{4} ongsh gomon kore. uddipoker ghotonatite chheletir- i. beg nirdesh kore ii. druti nirdesh kore iii. poryayobritt goti nirdesh kore nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
112,benqa_ext_10th-Physics_0287,,"100 mitar byasardhobishisht ekoti brittakar poth ekobar ghure asote ek byoktir somoy lage 2 minit. ek minit ghurar por tar soron kot hobe?
A. 0
B. 100 mitar
C. 200 mitar
D. 314.16 mitar
Answer with only A, B, C, or D.",,Physics,C,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
113,benqa_ext_10th-Physics_0307,,"2kg bhorer ekoti sthir bostuke upor theke chhere dile 2 s-e 36 m poth otikrom kore. bostutir tworon kot?
A. 4ms^{-2}
B. 4.9 ms^{-2}
C. 8 ms^{-2}
D. 9.8 ms^{-2}
Answer with only A, B, C, or D.",,Physics,C,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
114,benqa_ext_10th-Physics_0312,,"5 ms^{-1} bege gotishil 10 kg bhorer ekoti bostur upor gotir dike aro 20 J shokti prodan kora holo. bostutir beg kot hobe?
A. 3.8 ms^{-1}
B. 5.39 ms^{1}
C. 14.5 ms^{-1}
D. 29 ms^{-1}
Answer with only A, B, C, or D.",,Physics,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
115,benqa_ext_10th-Physics_0315,,"12 v - 3 W er charoti balb sirije jukt hole tulyorodh kot hobe?
A. 0.021\Omega
B. 0.25\Omega
C. 48\Omega
D. 192\Omega
Answer with only A, B, C, or D.",,Physics,D,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
116,benqa_ext_12th-Physics-I_0001,,"ekoti spring-e 500 N bol proyog koray springti 10 cm prosarit hoy. springtite 20 kg bhorer ekoti bojha khara nicher dike jhuliye deoya hole springtir sthiti shokti kot?
A. 0.04 J
B. 1.90 J
C. 3.80 J
D. 98 J
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
117,benqa_ext_12th-Physics-I_0003,,"sorol chhondit gotite dolonorot ekoti konar sorbochch tboroner man jothakrome 15 cms^{-1} o 30 cms^{-2}. uddipoker konatir poryayokal kot?
A. 0.785 s
B. 1.57 s
C. 3.14 s
D. 6.28 s
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_warn_v1,suspicious_romanization_pattern:\btb[a-z]+
118,benqa_ext_12th-Physics-I_0004,,"sorol chhondit gotite dolonorot ekoti konar sorbochch tboroner man jothakrome 15 cms^{-1} o 30 cms^{-2}. uddipoker dolonorot konar- i. bistar 7.5 cm ii. sorbochch bistare gotishokti shuny iii. samyabosthane bibhoboshokti sorbochch nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_warn_v1,suspicious_romanization_pattern:\btb[a-z]+
119,benqa_ext_12th-Physics-I_0013,,"ekoti bostur utokshepon beg kot hole bostuti prithibir charidike chander moto upogrohe porinot hobe?
A. 11.2 kms^{-1}
B. 7.88 kms^{-1}
C. 5.7 kms^{-1}
D. 3.24 kms^{-1}
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
120,benqa_ext_12th-Physics-I_0040,,"kot okshangshe obhikorshoj tboroner man sobocheye kom?
A. 0^{\circ}
B. 30^{\circ}
C. 45^{\circ}
D. 90^{\circ}
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_warn_v1,suspicious_romanization_pattern:\btb[a-z]+
121,benqa_ext_12th-Physics-I_0043,,"sorolodol gotisomponn kono konar gotir somikoron, x=0.1 sin \left ( 6\pi t+\frac{\pi}{3} \right )m hole er- i. poryayokal 3s ii. sorbochch beg 1.88 ms iii. adi dosha 60^{\circ} nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
122,benqa_ext_12th-Physics-I_0059,,"5 kg bhorer bostuke tene onubhumik borabor 5 m sorale obhikorshiy bol dwara kajer man kot hobe?
A. 0 J
B. 5 J
C. 25 J
D. 245 J
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
123,benqa_ext_12th-Physics-I_0098,,"ekoti boidyutik pakhar bhor 10 kg ebong kono oksh sapekshe chokrogotir byasardh pakhatite 3 rad s^{-2} kounik tworon srishti korote kot mane tork proyog korote hobe?
A. 40 Nm
B. 20 Nm
C. 30 Nm
D. 120Nm
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
124,benqa_ext_12th-Physics-I_0117,,"tork (\tau), jorotar bhramok (I) ebong kounik tboroner (\alpha ) modhye sompork ki?
A. \tau=\frac{1}{\alpha }
B. \tau=\sqrt{I\alpha }
C. \tau= I^{2}\alpha
D. \tau= I\alpha
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_warn_v1,suspicious_romanization_pattern:\btb[a-z]+
125,benqa_ext_12th-Physics-I_0137,,"ekoti bayumondoliy chap soman- i. 1.013\times 10^{5}Nm^{-2} ii. 1.013\times 10^{5}Pa iiii. 760 mmHg nicher konoti sothik ?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
126,benqa_ext_12th-Physics-I_0148,,"1 kg-watt ghonta soman-
A. 1000 J
B. 3600 J
C. 600 J
D. J
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
127,benqa_ext_12th-Physics-I_0170,,"R prithibir byasardh hole bhu-prishth hote kot uchchotay g er man bhu-prishthe maner ordhek hobe
A. 0.207 R
B. 0.414 R
C. 2R
D. 4R
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
128,benqa_ext_12th-Physics-I_0178,,"sorol doloker kshetre sorbochch kounik bistar hobe-
A. r^{\circ}
B. 4^{\circ}
C. 30^{\circ}
D. 40^{\circ}
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
129,benqa_ext_12th-Physics-I_0186,,"2m doirghy o 1mm^{2} prosthochchheder kshetrofolobishisht ekoti ispater tarer prante 20N bol proyog kora holo. [Y=2\times 10^{11}Nm^{-2}] prosthochchheder kshetrofol 2 o bol dwigun hole doirghy briddhi purber kotogun hobe?
A. 1 gun
B. 2 gun
C. 3 gun
D. 4 gun
Answer with only A, B, C, or D.",,Physics-I,A,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
130,benqa_ext_12th-Physics-I_0192,,"bhu-prishther kachhakachhi brittakar pothe poribhromonorot kono upogrohoke otirikt kot beg dile seti prithibir akorshon chhariye chole jabe?
A. 10.8 kms^{-1}
B. 9.2 kms^{-1}
C. 7.8 kms^{-1}
D. 3.25 kms^{-1}
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
131,benqa_ext_12th-Physics-I_0205,,"15m unchu ekoti gachher dal hote 200g bhorer ekoti am nicher kada matite pore 10 cm gorter srishti kore. [g = 9.8 ms^{-2}] kada matir gor protirodh bol kot?
A. 29.40 N
B. 292.04 N
C. 294.00 N
D. 295.96 N
Answer with only A, B, C, or D.",,Physics-I,D,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
132,benqa_ext_12th-Physics-I_0219,,"poyosoner onupater man konoti?
A. -\frac{1}{2}\leq \sigma \leq 1
B. -1\leq \sigma \leq \frac{1}{2}
C. \frac{1}{2}\leq \sigma \leq 1
D. 1\leq \sigma \leq 2
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
133,benqa_ext_12th-Physics-I_0283,,"ekoti silindare 27^{\circ}C tapomatray hiliyam gyas achhe. gyaser duti onur beg jothakrome 9 ms^{-1} o 10 ms^{-1}. onudboyer gor borgobeg kot?
A. 9.5 ms^{-1}
B. 9.51 ms^{-1}
C. 90.5 m^{2}s^{-1}
D. 181 m^{2}s^{-2}
Answer with only A, B, C, or D.",,Physics-I,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
134,benqa_ext_12th-Physics-I_0296,,"kounik tboroner matra konoti?
A. [M\degree L\degree T^{-1}]
B. [M\degree LT^{-1}]
C. [M\degree L\degree T^{-2}]
D. [M^{-1} LT^{-2}]
Answer with only A, B, C, or D.",,Physics-I,C,ai_assisted_review_warn_v1,suspicious_romanization_pattern:\btb[a-z]+
135,benqa_ext_12th-Physics-II_0030,,"ekojon mohashunyojanochari A er bhor 60 kg ebong boyos 30 bochhor. se 2.4 \times 10^{8} ms^{-1} bege gotishil mohashunyojane chore chhayapoth onusondhane gel. ponjika onusare tar jomoj bhai B er boyos jokhon 80 bochhor holo tokhon se prithibite fire elo. mohashunyojane A er bhor kot hobe?
A. 90 kg
B. 100 kg
C. 110 kg
D. 120 kg
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
136,benqa_ext_12th-Physics-II_0035,,"A = (101102)_{2}, B = (101)_{2}, C = (11011)_{2} i. A + C = (1100100)_{2} ii. A/B = (1001)_{2} iii. C - A = (101010)_{2} nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
137,benqa_ext_12th-Physics-II_0068,,"ekoti karno injin 327\degree C tapomatray 800 J tap grohon kore 127\degree C tapomatray tapograhoke tap borjon kore. porobortite tap grahoker tapomatra 227\degree C e unnit kora hoy. poroborti obosthay dokshota purber-
A. ordhek
B. soman
C. dwigun
D. tinogun
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
138,benqa_ext_12th-Physics-II_0207,,"iyong er dwi chir porikshay sodiyam alo (\gamma = 5898 \AA) byobohar korole porday 92ti dora paoya jay. jodi sobuj alo (\gamma = 5461\AA) byobohar kora hoy tobe kotogulo dora paoya jabe?
A. 62
B. 67
C. 90
D. 99
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_warn_v1,bangla_banglish_formulaish_token_mismatch
139,benqa_ext_12th-Physics-II_0273,,"kono torit dwimerur oksher upor modhyobindu hote r durotbe kono bindute torit bibhob holo- (jekhane P = 2lq)
A. V = \frac{1}{4\pi \epsilon_{0}} = \frac{P}{r-l}
B. V = \frac{1}{4\pi \epsilon_{0}} = \frac{P}{r+l}
C. V = \frac{1}{4\pi \epsilon_{0}} = \frac{P}{r^{2}-l^{2}}
D. V = \frac{1}{4\pi \epsilon_{0}} = \frac{P}{r^{3}-l^{3}}
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_warn_v1,suspicious_romanization_pattern:\bdurotb[a-z]*
140,benqa_ext_12th-Physics-II_0279,,"ekoti tranojistorer songgrahok probah 5 mA ebong bhumi probah 100 \mu A . probah bibordhok gunok \alpha kot hobe?
A. 0.02
B. 0.98
C. 1.02
D. 50
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
141,benqa_ext_12th-Physics-II_0311,,"0.2 mm byobodhanobishisht duti chir hote 1.2 m dure obosthit porday srisht ujjbol dorar prosth 1.74 mm . byobohrit alor toronggodoirghy hol-
A. 4800 \AA
B. 5800 \AA
C. 6800 \AA
D. 7200 \AA
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
142,benqa_ext_12th-Physics-II_0322,,"20 cm byasardher ekoti fanpa goloke 5\mu C charj prodan kora holo. goloker obhyontore torit praboly kot?
A. osim
B. 5.625 \times 10^{6} NC^{-1}
C. 1.125 \times 10^{6} NC^{-1}
D. shuny
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
143,benqa_ext_12th-Physics-II_0326,,"drishyoman alor toronggodoirghyer palla konoti?
A. 100 nm hote 300 nm
B. 400 nm hote 780 nm
C. 1000 nm hote 1200 nm
D. 5000 nm hote 10,000 nm
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
144,benqa_ext_8th-Science_0045,,"kon mouler ekoti poromanute 8ti proton o 8ti niutron achhe. moulotir bhorosongkhya kot?
A. 8
B. 16
C. 0
D. 18
Answer with only A, B, C, or D.",,Science,B,ai_assisted_review_warn_v1,bangla_banglish_formulaish_token_mismatch
145,benqa_ext_8th-Science_0072,,"dalaner chhade moni kriket khelochhil. ek poryaye 200 gram bhorer byatoti hat theke niche pore gel. monir byater ojon kot?
A. 19-6 niuton
B. 20-41 niuton
C. 196 niuton
D. 19600 niuton
Answer with only A, B, C, or D.",,Science,A,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
146,benqa_ext_8th-Science_0125,,"nicher bikriya dutir aloke 26 o 27 nong proshner uttor dao: (1) Ca+O_{2} \rightarrow Y (2) Y + CH_{3}COOH \geq Z+ H_{2}O (1) nong bikriyati kon dhoroner?
A. dohon
B. biyojon
C. songjojon
D. protisthapon
Answer with only A, B, C, or D.",,Science,A,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
147,benqa_ext_8th-Science_0147,,"konoti saban toirir mul upadan
A. A1(OH)_{3}
B. Ca(OH)_{2}
C. NaOH
D. NH_{4}OH
Answer with only A, B, C, or D.",,Science,C,ai_assisted_review_warn_v1,bangla_english_digit_mismatch
148,benqa_ext_8th-Science_0209,,"rimot senosing ba dur onudhaboner jony pathano prothom kritrim upogroher nam ki?
A. apolo-sujoj
B. lyandoset-1
C. bhostok-1
D. eksoplorar-1
Answer with only A, B, C, or D.",,Science,B,ai_assisted_review_warn_v1,bangla_banglish_formulaish_token_mismatch
149,benqa_ext_8th-Science_0210,,"nicher konoti sothik?
A. imobaibishon\rightarrow byapon \rightarrow obhisrobon\rightarrow prosbedon
B. imobaibishon\rightarrow obhisrobon\rightarrow byapon\rightarrow prosbedon
C. imobaibishon\rightarrow obhisrobon\rightarrow prosbedon\rightarrow byapon
D. imobaibishon\rightarrow byapon\rightarrow prosbedon \rightarrow obhisrobon
Answer with only A, B, C, or D.",,Science,B,ai_assisted_review_warn_v1,bangla_banglish_formulaish_token_mismatch
