model,model_id,dataset,task_type,answer_type,id,domain,subject,grade,gold,pattern,bangla_correct,reviewed_banglish_correct,english_correct,bangla_correct_banglish_wrong,english_correct_banglish_wrong,alternate_correct_banglish_wrong,both_alternates_correct_banglish_wrong,all_three_correct,all_three_wrong
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-II_0235,chemistry-ii,Chemistry-II,12th,A,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-II_0240,chemistry-ii,Chemistry-II,12th,B,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-II_0294,chemistry-ii,Chemistry-II,12th,C,bangla_banglish_correct_english_wrong,True,True,False,False,False,False,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-II_0305,chemistry-ii,Chemistry-II,12th,D,banglish_only_correct,False,True,False,False,False,False,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-II_0354,chemistry-ii,Chemistry-II,12th,B,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-I_0028,chemistry-i,Chemistry-I,12th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-I_0037,chemistry-i,Chemistry-I,12th,C,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-I_0140,chemistry-i,Chemistry-I,12th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-I_0174,chemistry-i,Chemistry-I,12th,A,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-I_0190,chemistry-i,Chemistry-I,12th,B,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-I_0218,chemistry-i,Chemistry-I,12th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-I_0227,chemistry-i,Chemistry-I,12th,D,banglish_english_correct_bangla_wrong,False,True,True,False,False,False,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-I_0260,chemistry-i,Chemistry-I,12th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-I_0286,chemistry-i,Chemistry-I,12th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-I_0303,chemistry-i,Chemistry-I,12th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Chemistry-I_0328,chemistry-i,Chemistry-I,12th,B,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-II_0043,math-ii,Math-II,12th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-II_0214,math-ii,Math-II,12th,C,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-II_0230,math-ii,Math-II,12th,D,bangla_banglish_correct_english_wrong,True,True,False,False,False,False,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-II_0234,math-ii,Math-II,12th,A,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-I_0029,math-i,Math-I,12th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-I_0088,math-i,Math-I,12th,C,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-I_0120,math-i,Math-I,12th,D,bangla_banglish_correct_english_wrong,True,True,False,False,False,False,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-I_0186,math-i,Math-I,12th,A,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-I_0187,math-i,Math-I,12th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-I_0202,math-i,Math-I,12th,B,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-I_0218,math-i,Math-I,12th,A,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-I_0310,math-i,Math-I,12th,B,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-I_0326,math-i,Math-I,12th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-I_0342,math-i,Math-I,12th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Math-I_0383,math-i,Math-I,12th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-II_0037,physics-ii,Physics-II,12th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-II_0046,physics-ii,Physics-II,12th,C,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-II_0085,physics-ii,Physics-II,12th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-II_0088,physics-ii,Physics-II,12th,A,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-II_0131,physics-ii,Physics-II,12th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-II_0195,physics-ii,Physics-II,12th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-II_0213,physics-ii,Physics-II,12th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-II_0219,physics-ii,Physics-II,12th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-II_0267,physics-ii,Physics-II,12th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-II_0290,physics-ii,Physics-II,12th,B,bangla_only_correct,True,False,False,True,False,True,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-II_0292,physics-ii,Physics-II,12th,C,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-I_0008,physics-i,Physics-I,12th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-I_0079,physics-i,Physics-I,12th,C,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-I_0106,physics-i,Physics-I,12th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-I_0109,physics-i,Physics-I,12th,C,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-I_0133,physics-i,Physics-I,12th,C,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-I_0157,physics-i,Physics-I,12th,A,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-I_0214,physics-i,Physics-I,12th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-I_0253,physics-i,Physics-I,12th,A,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-I_0254,physics-i,Physics-I,12th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-I_0256,physics-i,Physics-I,12th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_12th-Physics-I_0289,physics-i,Physics-I,12th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Math_0031,math,Math,8th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Math_0062,math,Math,8th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Math_0072,math,Math,8th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Math_0085,math,Math,8th,C,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Math_0167,math,Math,8th,C,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Math_0190,math,Math,8th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Science_0014,science,Science,8th,D,bangla_banglish_correct_english_wrong,True,True,False,False,False,False,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Science_0024,science,Science,8th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Science_0042,science,Science,8th,B,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Science_0062,science,Science,8th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Science_0078,science,Science,8th,C,banglish_english_correct_bangla_wrong,False,True,True,False,False,False,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Science_0086,science,Science,8th,A,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Science_0098,science,Science,8th,A,all_wrong,False,False,False,False,False,False,False,False,True
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Science_0127,science,Science,8th,B,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Science_0153,science,Science,8th,C,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Science_0159,science,Science,8th,B,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,benqa,mcq,choice,benqa_8th-Science_0202,science,Science,8th,C,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
