index,id,source_file,source_row,grade,subject,answer,review_status,issue_count,warning_count,issues,warnings,banglish_bengali_char_count,banglish_length_ratio,bangla_digits,banglish_digits,english_digits
119,benqa_ext_8th-Science_0010,literature/code/BEnQA/data/BEnQA/8th-Science.csv,10,8th,Science,D,ai_assisted_review_pass_v1,0,0,,,0,0.974,,,
120,benqa_ext_12th-Physics-I_0229,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,229,12th,Physics-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.042,1|1|0,1|1|0,1|1|0
121,benqa_ext_10th-Physics_0032,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,32,10th,Physics,D,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.049,5|7|0|1|5|7|5|7|5|07|5|07,5|7|0|1|5|7|5|7|5|07|5|07,5|0|1|5|7|5|7|5|07|5|07
122,benqa_ext_12th-Biology-I_0013,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,13,12th,Biology-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.069,,,
123,benqa_ext_12th-Biology-I_0233,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,233,12th,Biology-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.051,,,
124,benqa_ext_12th-Physics-II_0224,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,224,12th,Physics-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.066,1|932|93|2|9|32|0|932,1|932|93|2|9|32|0|932,1|932|93|2|9|32|0|932
125,benqa_ext_12th-Biology-I_0236,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,236,12th,Biology-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.052,,,
126,benqa_ext_12th-Chemistry-I_0154,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,154,12th,Chemistry-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.091,5|3|2|1,5|3|2|1,5|3|2|1
127,benqa_ext_12th-Chemistry-I_0198,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,198,12th,Chemistry-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.052,,,
128,benqa_ext_12th-Chemistry-II_0077,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,77,12th,Chemistry-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.016,2|2|2|3|2|2|4|6|2|2|3|4|6,2|2|2|3|2|2|4|6|2|2|3|4|6,2|2|2|3|2|2|4|6|2|2|3|4|6
129,benqa_ext_12th-Chemistry-II_0148,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,148,12th,Chemistry-II,A,ai_assisted_review_warn_v1,0,1,,bangla_banglish_formulaish_token_mismatch,0,1.031,1|2|3|4,1|2|3|4,1|2|3|4
130,benqa_ext_12th-Biology-II_0239,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,239,12th,Biology-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.101,4|8|20|16,4|8|20|16,4|8|20|16
131,benqa_ext_10th-Math_0231,literature/code/BEnQA/data/BEnQA/10th-Math.csv,231,10th,Math,A,ai_assisted_review_pass_v1,0,0,,,0,1.025,2|1|2|11|1|3|1|2|13|3|1|3|18,2|1|2|11|1|3|1|2|13|3|1|3|18,2|1|2|11|1|3|1|2|13|3|1|3|18
132,benqa_ext_12th-Math-II_0233,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,233,12th,Math-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.102,2|2|2|2|2|2|45|90|135|180,2|2|2|2|2|2|45|90|135|180,2|2|2|2|2|2|45|90|135|180
133,benqa_ext_12th-Biology-II_0059,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,59,12th,Biology-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.067,,,
134,benqa_ext_12th-Physics-II_0226,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,226,12th,Physics-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.031,18|40|20|40,18|40|20|40,18|40|20|40
135,benqa_ext_8th-Science_0194,literature/code/BEnQA/data/BEnQA/8th-Science.csv,194,8th,Science,D,ai_assisted_review_pass_v1,0,0,,,0,1.116,,,
136,benqa_ext_10th-Biology_0214,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,214,10th,Biology,D,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.018,20|30|20|35|20|40|20|45,20|30|20|35|20|40|20|45,20|25|20|35|20|40|20|45
137,benqa_ext_10th-Physics_0104,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,104,10th,Physics,D,ai_assisted_review_pass_v1,0,0,,,0,1.052,,,
138,benqa_ext_12th-Biology-I_0307,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,307,12th,Biology-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.045,,,
139,benqa_ext_10th-Biology_0180,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,180,10th,Biology,D,ai_assisted_review_pass_v1,0,0,,,0,1.135,,,
140,benqa_ext_10th-Physics_0302,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,302,10th,Physics,B,ai_assisted_review_pass_v1,0,0,,,0,1.017,1|10|15|10|12|10|12|10|15,1|10|15|10|12|10|12|10|15,1|10|15|10|12|10|12|10|15
141,benqa_ext_10th-Biology_0135,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,135,10th,Biology,D,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.045,5|5|5|7|3|21|6|80|6|36|5,5|5|5|7|3|21|6|80|6|36|5,5|5|5|7|3|21|6|30|5|36|5
142,benqa_ext_12th-Chemistry-I_0185,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,185,12th,Chemistry-I,D,ai_assisted_review_pass_v1,0,0,,,0,0.971,6|5|2,6|5|2,6|5|2
143,benqa_ext_8th-Science_0021,literature/code/BEnQA/data/BEnQA/8th-Science.csv,21,8th,Science,C,ai_assisted_review_pass_v1,0,0,,,0,1.052,,,
144,benqa_ext_12th-Biology-II_0014,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,14,12th,Biology-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.127,,,
145,benqa_ext_12th-Chemistry-II_0367,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,367,12th,Chemistry-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.046,535|80|765|45|612|36|1148|17,535|80|765|45|612|36|1148|17,535|80|765|45|612|36|1148|17
146,benqa_ext_12th-Biology-I_0017,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,17,12th,Biology-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.117,,,
147,benqa_ext_12th-Chemistry-II_0164,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,164,12th,Chemistry-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.099,2|2|2|2,2|2|2|2,2|2|2|2
148,benqa_ext_12th-Physics-II_0196,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,196,12th,Physics-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.078,,,
149,benqa_ext_12th-Biology-I_0246,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,246,12th,Biology-I,C,ai_assisted_review_pass_v1,0,0,,,0,0.98,,,
150,benqa_ext_12th-Chemistry-II_0371,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,371,12th,Chemistry-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.008,,,
151,benqa_ext_8th-Science_0199,literature/code/BEnQA/data/BEnQA/8th-Science.csv,199,8th,Science,D,ai_assisted_review_pass_v1,0,0,,,0,1.2,,,
152,benqa_ext_10th-Chemistry_0333,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,333,10th,Chemistry,A,ai_assisted_review_pass_v1,0,0,,,0,1.021,2|4|4|2,2|4|4|2,2|4|4|2
153,benqa_ext_12th-Chemistry-I_0335,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,335,12th,Chemistry-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.066,6|7|10|14,6|7|10|14,6|7|10|14
154,benqa_ext_10th-Biology_0110,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,110,10th,Biology,A,ai_assisted_review_pass_v1,0,0,,,0,1.031,6|12|6|6|2|6|2|2|8|20|38,6|12|6|6|2|6|2|2|8|20|38,6|12|6|6|2|6|2|2|8|20|38
155,benqa_ext_10th-Chemistry_0152,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,152,10th,Chemistry,A,ai_assisted_review_warn_v1,0,1,,bangla_banglish_formulaish_token_mismatch,0,0.968,2|3|2|1|2|2|3,2|3|2|1|2|2|3,2|3|2|1|2|2|3
156,benqa_ext_12th-Physics-I_0137,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,137,12th,Physics-I,D,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.049,1|013|10|5|2|1|013|10|5|760,1|013|10|5|2|1|013|10|5|760,1|013|10|5|2|1|013|15|5|760
157,benqa_ext_10th-Biology_0142,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,142,10th,Biology,A,ai_assisted_review_pass_v1,0,0,,,0,0.979,,,
158,benqa_ext_10th-Math-II_0308,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,308,10th,Math-II,B,ai_assisted_review_warn_v1,0,1,,bangla_banglish_formulaish_token_mismatch,0,1.049,85|18|4|3|2|1,85|18|4|3|2|1,85|18|4|3|2|1
159,benqa_ext_10th-Chemistry_0014,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,14,10th,Chemistry,A,ai_assisted_review_pass_v1,0,0,,,0,1.047,,,
160,benqa_ext_8th-Science_0179,literature/code/BEnQA/data/BEnQA/8th-Science.csv,179,8th,Science,D,ai_assisted_review_pass_v1,0,0,,,0,1.044,,,
161,benqa_ext_8th-Math_0157,literature/code/BEnQA/data/BEnQA/8th-Math.csv,157,8th,Math,A,ai_assisted_review_pass_v1,0,0,,,0,1.027,1|2|2|1|2|2|3|1|3|2|4|1|4|5,1|2|2|1|2|2|3|1|3|2|4|1|4|5,1|2|2|1|2|2|3|1|3|2|4|1|4|5
162,benqa_ext_12th-Physics-I_0173,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,173,12th,Physics-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.134,,,0
163,benqa_ext_12th-Chemistry-I_0107,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,107,12th,Chemistry-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.023,,,
164,benqa_ext_12th-Math-I_0030,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,30,12th,Math-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.083,1|0|3|3|2|3|8|8|8|0|8|1|0,1|0|3|3|2|3|8|8|8|0|8|1|0,1|0|3|3|2|3|8|8|8|0|8|1|0
165,benqa_ext_10th-Chemistry_0144,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,144,10th,Chemistry,D,ai_assisted_review_pass_v1,0,0,,,0,1.072,10|8|8|2,10|8|8|2,10|8|8|2
166,benqa_ext_10th-Biology_0091,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,91,10th,Biology,C,ai_assisted_review_pass_v1,0,0,,,0,1.075,,,
167,benqa_ext_12th-Math-II_0090,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,90,12th,Math-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.125,,,
168,benqa_ext_10th-Math_0347,literature/code/BEnQA/data/BEnQA/10th-Math.csv,347,10th,Math,D,ai_assisted_review_pass_v1,0,0,,,0,1.007,2|3|3|8|6|4|2,2|3|3|8|6|4|2,2|3|3|8|6|4|2
169,benqa_ext_12th-Chemistry-I_0068,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,68,12th,Chemistry-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.032,,,
170,benqa_ext_12th-Math-I_0131,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,131,12th,Math-I,C,ai_assisted_review_pass_v1,0,0,,,0,0.992,2|2|4|4|2|2|4,2|2|4|4|2|2|4,2|2|4|4|2|2|4
171,benqa_ext_10th-Physics_0221,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,221,10th,Physics,B,ai_assisted_review_pass_v1,0,0,,,0,1.087,1|4|9|9|8|96|04,1|4|9|9|8|96|04,1|4|9|9|8|96|04
172,benqa_ext_12th-Chemistry-I_0262,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,262,12th,Chemistry-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.026,,,
173,benqa_ext_10th-Biology_0100,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,100,10th,Biology,C,ai_assisted_review_pass_v1,0,0,,,0,0.961,,,
174,benqa_ext_10th-Biology_0269,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,269,10th,Biology,C,ai_assisted_review_pass_v1,0,0,,,0,1.022,,,
175,benqa_ext_12th-Physics-II_0202,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,202,12th,Physics-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.034,0|1|92|235|56|141|36|92|3|0|1,0|1|92|235|56|141|36|92|3|0|1,0|1|92|235|56|141|36|92|3|0|1
176,benqa_ext_8th-Science_0228,literature/code/BEnQA/data/BEnQA/8th-Science.csv,228,8th,Science,C,ai_assisted_review_pass_v1,0,0,,,0,1.077,,,
177,benqa_ext_12th-Chemistry-I_0161,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,161,12th,Chemistry-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.02,0|05|2|4|0|1|1|1|3|2,0|05|2|4|0|1|1|1|3|2,0|05|2|4|0|1|1|1|3|2
178,benqa_ext_10th-Biology_0031,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,31,10th,Biology,A,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.059,3|5|30|0|3|5|35|0|4|5|30|0|55|30|0,3|5|30|0|3|5|35|0|4|5|30|0|55|30|0,3|5|30|0|3|5|35|0|4|5|30|0|5|5|30|0
179,benqa_ext_12th-Biology-I_0024,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,24,12th,Biology-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.143,,,
180,benqa_ext_12th-Physics-II_0309,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,309,12th,Physics-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.023,1|0|0,1|0|0,1|0|0
181,benqa_ext_10th-Physics_0180,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,180,10th,Physics,B,ai_assisted_review_pass_v1,0,0,,,0,1.048,,,
182,benqa_ext_12th-Math-II_0375,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,375,12th,Math-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.032,7|2|5|3|0|2|67|49|11|7|59|49|17|49,7|2|5|3|0|2|67|49|11|7|59|49|17|49,7|2|5|3|0|2|67|49|11|7|59|49|17|49
183,benqa_ext_12th-Math-I_0226,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,226,12th,Math-I,A,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.045,2|2|10|4|3|4|4|14|2,2|2|10|4|3|4|4|14|2,4|3|2|2|10|4|4|14|2
184,benqa_ext_12th-Chemistry-II_0271,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,271,12th,Chemistry-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.019,1|0|2|4|1|0|2|4|1|0|2|4|1|0|2|4,1|0|2|4|1|0|2|4|1|0|2|4|1|0|2|4,1|0|2|4|1|0|2|4|1|0|2|4|1|0|2|4
185,benqa_ext_12th-Math-II_0322,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,322,12th,Math-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.033,30|20|20|15|20|30|40,30|20|20|15|20|30|40,30|20|20|15|20|30|40
186,benqa_ext_10th-Physics_0195,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,195,10th,Physics,A,ai_assisted_review_pass_v1,0,0,,,0,1.036,10,10,10
187,benqa_ext_10th-Chemistry_0259,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,259,10th,Chemistry,B,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.059,3|8|3|6|2|6|3|8,3|8|3|6|2|6|3|8,3|8|3|6|3|6|3|8
188,benqa_ext_8th-Math_0016,literature/code/BEnQA/data/BEnQA/8th-Math.csv,16,8th,Math,D,ai_assisted_review_pass_v1,0,0,,,0,1.022,1|2|2|4|2|2|2|2|2|2|4|2|4,1|2|2|4|2|2|2|2|2|2|4|2|4,1|2|2|4|2|2|2|2|2|2|4|2|4
189,benqa_ext_8th-Science_0049,literature/code/BEnQA/data/BEnQA/8th-Science.csv,49,8th,Science,C,ai_assisted_review_pass_v1,0,0,,,0,1.121,,,
190,benqa_ext_10th-Chemistry_0269,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,269,10th,Chemistry,C,ai_assisted_review_pass_v1,0,0,,,0,1.077,,,
191,benqa_ext_10th-Physics_0151,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,151,10th,Physics,D,ai_assisted_review_pass_v1,0,0,,,0,1.061,,,
192,benqa_ext_12th-Biology-II_0251,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,251,12th,Biology-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.061,,,
193,benqa_ext_8th-Science_0146,literature/code/BEnQA/data/BEnQA/8th-Science.csv,146,8th,Science,D,ai_assisted_review_pass_v1,0,0,,,0,1.133,1,1,
194,benqa_ext_10th-Physics_0275,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,275,10th,Physics,C,ai_assisted_review_pass_v1,0,0,,,0,1.007,2|2|2|2|2|2|1|2|2,2|2|2|2|2|2|1|2|2,2|2|2|2|2|2|1|2|2
195,benqa_ext_10th-Math-II_0205,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,205,10th,Math-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.022,5|5|30|5|25|30|900,5|5|30|5|25|30|900,5|5|30|5|25|30|900
196,benqa_ext_12th-Biology-II_0296,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,296,12th,Biology-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.028,,,
197,benqa_ext_10th-Physics_0312,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,312,10th,Physics,B,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.071,5|1|10|20|3|8|1|5|39|1|14|5|1|29|1,5|1|10|20|3|8|1|5|39|1|14|5|1|29|1,20|10|5|1|3|8|1|5|39|1|14|5|1|29|1
198,benqa_ext_12th-Biology-II_0071,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,71,12th,Biology-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.081,,,
199,benqa_ext_10th-Chemistry_0027,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,27,10th,Chemistry,A,ai_assisted_review_pass_v1,0,0,,,0,1.047,1|3|2|4,1|3|2|4,1|3|2|4
200,benqa_ext_12th-Physics-I_0161,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,161,12th,Physics-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.229,0,0,0
201,benqa_ext_12th-Chemistry-II_0026,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,26,12th,Chemistry-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.07,0|15|3|65|1500|3650|5475,0|15|3|65|1500|3650|5475,0|15|3|65|1500|3650|5475
202,benqa_ext_12th-Chemistry-I_0220,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,220,12th,Chemistry-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.017,2|3,2|3,2|3
203,benqa_ext_10th-Chemistry_0112,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,112,10th,Chemistry,D,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.044,4|2|2|4|2|2|4|3|4|2,4|2|2|4|2|2|4|3|4|2,4|2|2|4|3|2|4|3|4|2
204,benqa_ext_12th-Chemistry-I_0222,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,222,12th,Chemistry-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.031,3|5|2|3|13|8|12|7|11|5|10|5,3|5|2|3|13|8|12|7|11|5|10|5,3|5|2|3|13|8|12|7|11|5|10|5
205,benqa_ext_10th-Math-II_0089,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,89,10th,Math-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.034,2|3|2|3|5|6,2|3|2|3|5|6,2|3|2|3|5|6
206,benqa_ext_12th-Biology-II_0227,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,227,12th,Biology-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.074,,,
207,benqa_ext_12th-Chemistry-II_0125,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,125,12th,Chemistry-II,D,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.029,25|14|2|1|8588|18|588|185|88|1858|8,25|14|2|1|8588|18|588|185|88|1858|8,14|2|25|1|8588|18|588|185|88|1858|8
208,benqa_ext_12th-Biology-I_0268,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,268,12th,Biology-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.01,,,
209,benqa_ext_10th-Physics_0167,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,167,10th,Physics,A,ai_assisted_review_pass_v1,0,0,,,0,1.168,4|5|40|50|80|90|95|96,4|5|40|50|80|90|95|96,4|5|40|50|80|90|95|96
210,benqa_ext_10th-Biology_0351,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,351,10th,Biology,A,ai_assisted_review_pass_v1,0,0,,,0,1.192,,,
211,benqa_ext_12th-Chemistry-II_0259,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,259,12th,Chemistry-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.0,2|2|4|2|3|2|2,2|2|4|2|3|2|2,2|2|4|2|3|2|2
212,benqa_ext_12th-Chemistry-II_0234,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,234,12th,Chemistry-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.049,2|4|3,2|4|3,2|4|3
213,benqa_ext_8th-Science_0088,literature/code/BEnQA/data/BEnQA/8th-Science.csv,88,8th,Science,B,ai_assisted_review_warn_v1,0,2,,bangla_banglish_formulaish_token_mismatch;suspicious_romanization_pattern:\btb[a-z]+,0,1.09,9|78|2,9|78|2,9|78|2
214,benqa_ext_12th-Physics-II_0284,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,284,12th,Physics-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.03,,,
215,benqa_ext_12th-Chemistry-I_0103,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,103,12th,Chemistry-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.075,4|2|3|2,4|2|3|2,4|2|3|2
216,benqa_ext_10th-Chemistry_0319,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,319,10th,Chemistry,D,ai_assisted_review_pass_v1,0,0,,,0,1.049,3|2|2|3|2|2|3|2|2|2|3|2,3|2|2|3|2|2|3|2|2|2|3|2,3|2|2|3|2|2|3|2|2|2|3|2
217,benqa_ext_12th-Physics-I_0116,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,116,12th,Physics-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.198,,,
218,benqa_ext_8th-Science_0082,literature/code/BEnQA/data/BEnQA/8th-Science.csv,82,8th,Science,C,ai_assisted_review_pass_v1,0,0,,,0,1.082,,,
219,benqa_ext_10th-Chemistry_0176,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,176,10th,Chemistry,D,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.043,2|2|4,2|2|4,2|3|4
220,benqa_ext_12th-Physics-I_0014,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,14,12th,Physics-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.16,,,
221,benqa_ext_12th-Math-I_0299,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,299,12th,Math-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.009,0|1|1|1|2|2|2|1,0|1|1|1|2|2|2|1,0|1|1|1|2|2|2|1
222,benqa_ext_8th-Science_0077,literature/code/BEnQA/data/BEnQA/8th-Science.csv,77,8th,Science,D,ai_assisted_review_pass_v1,0,0,,,0,1.021,,,
223,benqa_ext_12th-Physics-II_0068,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,68,12th,Physics-II,A,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.049,327|800|127|227,327|800|127|227,800|327|127|227
224,benqa_ext_10th-Biology_0260,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,260,10th,Biology,A,ai_assisted_review_pass_v1,0,0,,,0,1.065,,,
225,benqa_ext_12th-Math-I_0127,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,127,12th,Math-I,A,ai_assisted_review_pass_v1,0,0,,,0,0.996,2|1|5|3|3|1|5|2|3|1|5|2|3|5|1|2|3|1|5|2,2|1|5|3|3|1|5|2|3|1|5|2|3|5|1|2|3|1|5|2,2|1|5|3|3|1|5|2|3|1|5|2|3|5|1|2|3|1|5|2
226,benqa_ext_10th-Math_0027,literature/code/BEnQA/data/BEnQA/10th-Math.csv,27,10th,Math,A,ai_assisted_review_pass_v1,0,0,,,0,1.058,2|1|2|2|1|1|1|1,2|1|2|2|1|1|1|1,2|1|2|2|1|1|1|1
227,benqa_ext_12th-Physics-I_0069,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,69,12th,Physics-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.105,,,
228,benqa_ext_12th-Biology-I_0287,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,287,12th,Biology-I,A,ai_assisted_review_pass_v1,0,0,,,0,0.969,,,
229,benqa_ext_12th-Biology-II_0123,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,123,12th,Biology-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.008,,,
230,benqa_ext_10th-Physics_0231,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,231,10th,Physics,B,ai_assisted_review_pass_v1,0,0,,,0,1.068,30|45|60|90,30|45|60|90,30|45|60|90
231,benqa_ext_12th-Chemistry-I_0345,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,345,12th,Chemistry-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.11,3,3,3
232,benqa_ext_12th-Chemistry-II_0038,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,38,12th,Chemistry-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.062,2|3|1|2|3,2|3|1|2|3,2|3|1|2|3
233,benqa_ext_12th-Chemistry-I_0003,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,3,12th,Chemistry-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.048,27|3|5|27|5|108|5,27|3|5|27|5|108|5,27|3|5|27|5|108|5
