route,id,gold,rule,action,routed_answer,routed_correct,baseline_correct,delta_vs_baseline,changed_from_baseline,banglish_parsed,generated_bn_parsed,generated_en_parsed,repair_strategy
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0039,C,generated_bn_if_baseline_empty,fallback_baseline,B,False,False,0,False,B,D,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0039,C,generated_en_if_baseline_empty,fallback_baseline,B,False,False,0,False,B,D,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0039,C,all_disagree_bn_tiebreak,fallback_baseline,B,False,False,0,False,B,D,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0039,C,all_disagree_en_tiebreak,fallback_baseline,B,False,False,0,False,B,D,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0039,C,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,D,False,False,0,True,B,D,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0039,C,generated_en_priority_nonbaseline,bn_nonbaseline_priority,D,False,False,0,True,B,D,B,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0218,B,baseline,baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0218,B,strict_generated_agreement,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0218,B,three_view_majority,banglish_bn_majority,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0218,B,generated_bn_only,use_generated_bn,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0218,B,generated_en_only,use_generated_en,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0218,B,generated_bn_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0218,B,generated_en_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0218,B,all_disagree_bn_tiebreak,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0218,B,all_disagree_en_tiebreak,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0218,B,generated_bn_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0218,B,generated_en_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0265,A,baseline,baseline,D,False,False,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0265,A,strict_generated_agreement,fallback_baseline,D,False,False,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0265,A,three_view_majority,banglish_en_majority,D,False,False,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0265,A,generated_bn_only,use_generated_bn,C,False,False,0,True,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0265,A,generated_en_only,use_generated_en,D,False,False,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0265,A,generated_bn_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0265,A,generated_en_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0265,A,all_disagree_bn_tiebreak,fallback_baseline,D,False,False,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0265,A,all_disagree_en_tiebreak,fallback_baseline,D,False,False,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0265,A,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,C,False,False,0,True,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Biology-I_0265,A,generated_en_priority_nonbaseline,bn_nonbaseline_priority,C,False,False,0,True,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0054,A,baseline,baseline,C,False,False,0,False,C,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0054,A,strict_generated_agreement,fallback_baseline,C,False,False,0,False,C,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0054,A,three_view_majority,banglish_bn_majority,C,False,False,0,False,C,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0054,A,generated_bn_only,use_generated_bn,C,False,False,0,False,C,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0054,A,generated_en_only,use_generated_en,C,False,False,0,False,C,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0054,A,generated_bn_if_baseline_empty,fallback_baseline,C,False,False,0,False,C,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0054,A,generated_en_if_baseline_empty,fallback_baseline,C,False,False,0,False,C,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0054,A,all_disagree_bn_tiebreak,fallback_baseline,C,False,False,0,False,C,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0054,A,all_disagree_en_tiebreak,fallback_baseline,C,False,False,0,False,C,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0054,A,generated_bn_priority_nonbaseline,fallback_baseline,C,False,False,0,False,C,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0054,A,generated_en_priority_nonbaseline,fallback_baseline,C,False,False,0,False,C,C,C,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0240,B,baseline,baseline,C,False,False,0,False,C,B,A,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0240,B,strict_generated_agreement,fallback_baseline,C,False,False,0,False,C,B,A,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0240,B,three_view_majority,fallback_baseline,C,False,False,0,False,C,B,A,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0240,B,generated_bn_only,use_generated_bn,B,True,False,1,True,C,B,A,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0240,B,generated_en_only,use_generated_en,A,False,False,0,True,C,B,A,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0240,B,generated_bn_if_baseline_empty,fallback_baseline,C,False,False,0,False,C,B,A,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0240,B,generated_en_if_baseline_empty,fallback_baseline,C,False,False,0,False,C,B,A,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0240,B,all_disagree_bn_tiebreak,all_disagree_use_bn,B,True,False,1,True,C,B,A,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0240,B,all_disagree_en_tiebreak,all_disagree_use_en,A,False,False,0,True,C,B,A,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0240,B,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,B,True,False,1,True,C,B,A,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0240,B,generated_en_priority_nonbaseline,en_nonbaseline_priority,A,False,False,0,True,C,B,A,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0305,D,baseline,baseline,D,True,True,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0305,D,strict_generated_agreement,fallback_baseline,D,True,True,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0305,D,three_view_majority,banglish_bn_majority,D,True,True,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0305,D,generated_bn_only,use_generated_bn,D,True,True,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0305,D,generated_en_only,fallback_baseline,D,True,True,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0305,D,generated_bn_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0305,D,generated_en_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0305,D,all_disagree_bn_tiebreak,fallback_baseline,D,True,True,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0305,D,all_disagree_en_tiebreak,fallback_baseline,D,True,True,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0305,D,generated_bn_priority_nonbaseline,fallback_baseline,D,True,True,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-II_0305,D,generated_en_priority_nonbaseline,fallback_baseline,D,True,True,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0140,D,baseline,baseline,D,True,True,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0140,D,strict_generated_agreement,fallback_baseline,D,True,True,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0140,D,three_view_majority,banglish_en_majority,D,True,True,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0140,D,generated_bn_only,use_generated_bn,C,False,True,-1,True,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0140,D,generated_en_only,use_generated_en,D,True,True,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0140,D,generated_bn_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0140,D,generated_en_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0140,D,all_disagree_bn_tiebreak,fallback_baseline,D,True,True,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0140,D,all_disagree_en_tiebreak,fallback_baseline,D,True,True,0,False,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0140,D,generated_bn_priority_nonbaseline,bn_nonbaseline_priority,C,False,True,-1,True,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0140,D,generated_en_priority_nonbaseline,bn_nonbaseline_priority,C,False,True,-1,True,D,C,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0190,B,baseline,baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0190,B,strict_generated_agreement,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0190,B,three_view_majority,banglish_bn_majority,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0190,B,generated_bn_only,use_generated_bn,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0190,B,generated_en_only,use_generated_en,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0190,B,generated_bn_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0190,B,generated_en_if_baseline_empty,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0190,B,all_disagree_bn_tiebreak,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0190,B,all_disagree_en_tiebreak,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0190,B,generated_bn_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0190,B,generated_en_priority_nonbaseline,fallback_baseline,D,False,False,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0303,D,baseline,baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0303,D,strict_generated_agreement,fallback_baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0303,D,three_view_majority,banglish_bn_majority,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0303,D,generated_bn_only,use_generated_bn,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0303,D,generated_en_only,use_generated_en,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0303,D,generated_bn_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0303,D,generated_en_if_baseline_empty,fallback_baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0303,D,all_disagree_bn_tiebreak,fallback_baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0303,D,all_disagree_en_tiebreak,fallback_baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0303,D,generated_bn_priority_nonbaseline,fallback_baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Chemistry-I_0303,D,generated_en_priority_nonbaseline,fallback_baseline,D,True,True,0,False,D,D,D,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-II_0230,D,baseline,baseline,D,True,True,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-II_0230,D,strict_generated_agreement,fallback_baseline,D,True,True,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-II_0230,D,three_view_majority,banglish_bn_majority,D,True,True,0,False,D,D,,raw_self_translate
Qwen3 historical protected-v1 BNB + raw self-translate EN,benqa_12th-Math-II_0230,D,generated_bn_only,use_generated_bn,D,True,True,0,False,D,D,,raw_self_translate
