id,dataset,domain,subject,grade,task_type,quality_status,review_label,content_token_count,variation_seen_token_count,high_variation_token_count,variation_seen_share,high_variation_share,spelling_variation_exposure,mean_repeated_variants_seen,variation_exposure_quartile_all,variation_exposure_quartile_dataset,model,bangla_correct,banglish_correct,english_correct,banglish_fragile,strict_bangla_english_fragile,all_script_hard
banglamath_0231,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,8,4,0,0.5,0.0,0.5,2.0,q3,q3,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0231,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,8,4,0,0.5,0.0,0.5,2.0,q3,q3,Qwen3-4B,False,False,True,True,False,False
benqa_8th-Science_0159,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_8th-Science_0159,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,False,False,False,False,False,True
benqa_8th-Science_0159,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,False,False,True,True,False,False
benqa_10th-Physics_0280,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,False,True,True,False,False
benqa_10th-Physics_0280,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,True,True,True,False,False,False
benqa_10th-Physics_0280,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,True,True,True,False,False,False
benqa_10th-Chemistry_0132,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,False,True,True,False,False
benqa_10th-Chemistry_0132,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,True,False,True,True,True,False
benqa_10th-Chemistry_0132,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,True,False,True,True,True,False
benqa_12th-Chemistry-II_0228,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,23,7,0,0.3043,0.0,0.2174,1.7143,q2,q2,Qwen2.5-3B,True,False,True,True,True,False
benqa_12th-Chemistry-II_0228,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,23,7,0,0.3043,0.0,0.2174,1.7143,q2,q2,Qwen2.5-7B,False,True,True,False,False,False
benqa_12th-Chemistry-II_0228,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,23,7,0,0.3043,0.0,0.2174,1.7143,q2,q2,Qwen3-4B,True,False,True,True,True,False
benqa_12th-Physics-I_0254,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,1,0,0.1429,0.0,0.0,1.0,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Physics-I_0254,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,1,0,0.1429,0.0,0.0,1.0,q1,q1,Qwen2.5-7B,True,True,True,False,False,False
benqa_12th-Physics-I_0254,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,1,0,0.1429,0.0,0.0,1.0,q1,q1,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Biology_0057,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,28,5,1,0.1786,0.0357,0.1071,1.6,q1,q2,Qwen2.5-3B,True,False,False,True,False,False
benqa_10th-Biology_0057,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,28,5,1,0.1786,0.0357,0.1071,1.6,q1,q2,Qwen2.5-7B,True,True,True,False,False,False
benqa_10th-Biology_0057,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,28,5,1,0.1786,0.0357,0.1071,1.6,q1,q2,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Biology-II_0247,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,14,2,0,0.1429,0.0,0.1429,2.0,q1,q2,Qwen2.5-3B,True,True,False,False,False,False
benqa_12th-Biology-II_0247,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,14,2,0,0.1429,0.0,0.1429,2.0,q1,q2,Qwen2.5-7B,False,True,False,False,False,False
benqa_12th-Biology-II_0247,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,14,2,0,0.1429,0.0,0.1429,2.0,q1,q2,Qwen3-4B,True,False,False,True,False,False
benqa_12th-Biology-I_0039,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Biology-I_0039,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,True,False,False,True,False,False
benqa_12th-Biology-I_0039,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Chemistry-II_0235,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,True,True,False,False,False
benqa_12th-Chemistry-II_0235,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Chemistry-II_0235,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,True,False,True,True,True,False
banglamath_1697,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,8,6,2,0.75,0.25,1.75,3.3333,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1697,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,8,6,2,0.75,0.25,1.75,3.3333,q4,q4,Qwen2.5-7B,False,False,True,True,False,False
banglamath_1697,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,8,6,2,0.75,0.25,1.75,3.3333,q4,q4,Qwen3-4B,True,True,True,False,False,False
benqa_8th-Science_0024,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,8,2,0,0.25,0.0,0.5,3.0,q3,q3,Qwen2.5-3B,False,False,False,False,False,True
benqa_8th-Science_0024,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,8,2,0,0.25,0.0,0.5,3.0,q3,q3,Qwen2.5-7B,True,False,False,True,False,False
benqa_8th-Science_0024,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,8,2,0,0.25,0.0,0.5,3.0,q3,q3,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Biology-II_0179,benqa,biology-ii,Biology-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,8,2,2,0.25,0.25,1.25,6.0,q4,q4,Qwen2.5-3B,False,False,True,True,False,False
benqa_12th-Biology-II_0179,benqa,biology-ii,Biology-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,8,2,2,0.25,0.25,1.25,6.0,q4,q4,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Biology-II_0179,benqa,biology-ii,Biology-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,8,2,2,0.25,0.25,1.25,6.0,q4,q4,Qwen3-4B,True,False,True,True,True,False
benqa_12th-Biology-I_0277,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,2,0,0.4,0.0,0.6,2.5,q3,q3,Qwen2.5-3B,False,False,True,True,False,False
benqa_12th-Biology-I_0277,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,2,0,0.4,0.0,0.6,2.5,q3,q3,Qwen2.5-7B,False,False,True,True,False,False
benqa_12th-Biology-I_0277,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,2,0,0.4,0.0,0.6,2.5,q3,q3,Qwen3-4B,True,True,True,False,False,False
benqa_10th-Chemistry_0194,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,1,1,0.2,0.2,1.2,7.0,q4,q4,Qwen2.5-3B,False,False,True,True,False,False
benqa_10th-Chemistry_0194,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,1,1,0.2,0.2,1.2,7.0,q4,q4,Qwen2.5-7B,False,False,True,True,False,False
benqa_10th-Chemistry_0194,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,1,1,0.2,0.2,1.2,7.0,q4,q4,Qwen3-4B,True,True,True,False,False,False
banglamath_0187,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,16,9,1,0.5625,0.0625,0.6875,2.2222,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0187,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,16,9,1,0.5625,0.0625,0.6875,2.2222,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0187,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,16,9,1,0.5625,0.0625,0.6875,2.2222,q4,q4,Qwen3-4B,False,False,False,False,False,True
banglamath_0559,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,8,4,0,0.5,0.0,0.375,1.75,q2,q2,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0559,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,8,4,0,0.5,0.0,0.375,1.75,q2,q2,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0559,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,8,4,0,0.5,0.0,0.375,1.75,q2,q2,Qwen3-4B,False,False,False,False,False,True
banglamath_0521,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,4,0,0.4,0.0,0.3,1.75,q2,q2,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0521,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,4,0,0.4,0.0,0.3,1.75,q2,q2,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0521,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,4,0,0.4,0.0,0.3,1.75,q2,q2,Qwen3-4B,False,False,False,False,False,True
banglamath_1691,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,major_edit,38,14,4,0.3684,0.1053,0.7105,2.9286,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1691,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,major_edit,38,14,4,0.3684,0.1053,0.7105,2.9286,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1691,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,major_edit,38,14,4,0.3684,0.1053,0.7105,2.9286,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Physics-I_0157,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,15,5,2,0.3333,0.1333,0.7333,3.2,q4,q4,Qwen2.5-3B,True,False,False,True,False,False
benqa_12th-Physics-I_0157,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,15,5,2,0.3333,0.1333,0.7333,3.2,q4,q4,Qwen2.5-7B,True,False,False,True,False,False
benqa_12th-Physics-I_0157,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,15,5,2,0.3333,0.1333,0.7333,3.2,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Biology-I_0056,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,1,0,0.25,0.0,0.0,1.0,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Biology-I_0056,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,1,0,0.25,0.0,0.0,1.0,q1,q1,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Biology-I_0056,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,1,0,0.25,0.0,0.0,1.0,q1,q1,Qwen3-4B,False,False,False,False,False,True
banglamath_0229,banglamath,math,,six,short_answer,auto_romanized_unverified_v4,unreviewed,7,3,0,0.4286,0.0,0.8571,3.0,q4,q4,Qwen2.5-3B,True,False,True,True,True,False
banglamath_0229,banglamath,math,,six,short_answer,auto_romanized_unverified_v4,unreviewed,7,3,0,0.4286,0.0,0.8571,3.0,q4,q4,Qwen2.5-7B,True,False,True,True,True,False
banglamath_0229,banglamath,math,,six,short_answer,auto_romanized_unverified_v4,unreviewed,7,3,0,0.4286,0.0,0.8571,3.0,q4,q4,Qwen3-4B,True,False,True,True,True,False
benqa_10th-Math-II_0102,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,8,4,0,0.5,0.0,0.5,2.0,q3,q3,Qwen2.5-3B,False,False,False,False,False,True
benqa_10th-Math-II_0102,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,8,4,0,0.5,0.0,0.5,2.0,q3,q3,Qwen2.5-7B,False,False,False,False,False,True
benqa_10th-Math-II_0102,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,8,4,0,0.5,0.0,0.5,2.0,q3,q3,Qwen3-4B,True,True,True,False,False,False
banglamath_0558,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,2,0,0.2,0.0,0.2,2.0,q2,q1,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0558,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,2,0,0.2,0.0,0.2,2.0,q2,q1,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0558,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,2,0,0.2,0.0,0.2,2.0,q2,q1,Qwen3-4B,False,False,False,False,False,True
banglamath_1695,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,22,6,1,0.2727,0.0455,0.2727,2.0,q2,q1,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1695,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,22,6,1,0.2727,0.0455,0.2727,2.0,q2,q1,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1695,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,22,6,1,0.2727,0.0455,0.2727,2.0,q2,q1,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Math_0044,benqa,math,Math,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,1,0.3333,0.1667,1.0,4.0,q4,q4,Qwen2.5-3B,True,False,True,True,True,False
benqa_10th-Math_0044,benqa,math,Math,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,1,0.3333,0.1667,1.0,4.0,q4,q4,Qwen2.5-7B,True,False,True,True,True,False
benqa_10th-Math_0044,benqa,math,Math,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,1,0.3333,0.1667,1.0,4.0,q4,q4,Qwen3-4B,True,False,True,True,True,False
